pitch_name,release_extension,release_pos_x,release_pos_y,release_pos_z,release_speed,release_spin_rate,spin_axis,plate_x,plate_z,pfx_x,pfx_z,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,stand,sz_top,sz_bot,swing
Cutter,6.6,-2.92,53.89,5.62,92.2,2407.0,190.0,0.48,2.59,0.21,0.9,1,0,1,1,1,1,R,3.49,1.59,1
Changeup,6.8,-3.0,53.71,5.58,87.8,1653.0,236.0,0.52,1.33,-1.11,0.24,0,0,1,1,1,1,R,3.57,1.59,0
4-Seam Fastball,6.8,-2.76,53.68,5.64,96.1,2387.0,220.0,0.59,1.28,-0.56,1.37,3,2,1,1,0,1,L,3.41,1.55,0
4-Seam Fastball,6.8,-2.68,53.72,5.65,95.6,2327.0,220.0,1.09,2.35,-0.47,1.35,2,2,1,1,0,1,L,3.36,1.55,0
4-Seam Fastball,6.6,-2.71,53.93,5.75,94.6,2353.0,218.0,0.87,3.44,-0.32,1.26,1,2,1,1,0,1,L,3.34,1.55,0
Cutter,6.6,-2.96,53.94,5.77,92.2,2363.0,199.0,0.72,2.77,0.13,0.91,1,1,1,1,0,1,L,3.32,1.55,1
Changeup,6.7,-3.01,53.79,5.57,86.6,1544.0,231.0,-0.54,2.58,-1.01,0.16,1,0,1,1,0,1,L,3.39,1.55,0
Knuckle Curve,6.7,-2.81,53.76,5.68,84.1,2490.0,40.0,1.32,0.97,0.42,-0.76,0,0,1,1,0,1,L,3.34,1.55,0
Knuckle Curve,6.6,-2.83,53.93,5.75,83.2,2375.0,44.0,0.58,2.25,0.35,-0.81,2,2,0,0,1,1,R,2.97,1.41,1
4-Seam Fastball,6.6,-2.93,53.86,5.73,93.7,2322.0,214.0,-0.97,3.59,-0.6,1.48,2,2,0,0,1,1,R,2.97,1.41,1
Knuckle Curve,6.6,-2.95,53.88,5.68,82.6,2404.0,44.0,1.58,1.43,0.58,-0.69,1,2,0,0,1,1,R,2.99,1.41,0
4-Seam Fastball,6.8,-2.76,53.71,5.85,93.2,2411.0,207.0,-0.01,4.19,-0.51,1.39,0,2,0,0,1,1,R,3.08,1.41,0
4-Seam Fastball,6.6,-2.69,53.88,5.78,94.4,2332.0,206.0,0.47,2.98,-0.36,1.39,0,1,0,0,1,1,R,2.97,1.41,1
4-Seam Fastball,6.7,-2.93,53.77,5.74,93.5,2353.0,215.0,-0.85,2.73,-0.47,1.4,0,0,0,0,1,1,R,3.11,1.41,0
4-Seam Fastball,6.6,-2.82,53.93,5.75,94.5,2301.0,209.0,0.46,2.71,-0.55,1.38,2,2,0,0,1,0,L,3.23,1.44,1
4-Seam Fastball,6.7,-2.64,53.83,5.68,94.1,2323.0,212.0,1.6,2.43,-0.5,1.33,1,2,0,0,1,0,L,3.36,1.53,0
4-Seam Fastball,6.7,-2.86,53.8,5.71,94.2,2316.0,208.0,0.58,2.89,-0.56,1.41,1,1,0,0,1,0,L,3.23,1.44,1
4-Seam Fastball,6.5,-2.81,54.02,5.81,93.5,2312.0,207.0,0.23,4.39,-0.51,1.43,0,1,0,0,1,0,L,3.32,1.56,0
4-Seam Fastball,6.5,-2.68,54.01,5.71,94.6,2376.0,207.0,0.51,2.62,-0.51,1.31,0,0,0,0,1,0,L,3.39,1.56,0
4-Seam Fastball,6.7,-2.78,53.81,5.77,94.6,2424.0,203.0,0.34,3.23,-0.47,1.43,3,2,0,0,0,0,R,3.31,1.51,1
Cutter,6.6,-2.84,53.87,5.61,89.3,2425.0,149.0,1.8,1.65,0.47,0.33,2,2,0,0,0,0,R,3.36,1.61,0
Knuckle Curve,6.6,-2.88,53.92,5.76,82.7,2452.0,38.0,0.29,1.09,0.37,-0.82,1,2,0,0,0,0,R,3.32,1.48,0
Knuckle Curve,6.4,-2.8,54.06,5.77,84.3,2457.0,46.0,0.34,1.8,0.23,-0.78,1,1,0,0,0,0,R,3.31,1.51,1
Knuckle Curve,6.5,-2.85,53.99,5.8,83.9,2400.0,47.0,-0.41,1.8,0.38,-0.73,1,0,0,0,0,0,R,3.34,1.61,0
Cutter,6.7,-2.84,53.82,5.66,91.1,2458.0,191.0,0.74,1.16,0.35,0.55,0,0,0,0,0,0,R,3.39,1.51,0
Cutter,6.7,-2.89,53.78,5.61,91.4,2272.0,183.0,0.8,2.01,0.28,0.4,1,1,0,1,1,2,R,3.54,1.63,1
4-Seam Fastball,6.5,-2.76,53.96,5.81,94.3,2159.0,206.0,-0.27,4.74,-0.31,1.34,0,1,0,1,1,2,R,3.6,1.63,0
Cutter,6.6,-2.94,53.85,5.67,90.5,2402.0,173.0,0.63,2.36,0.37,0.37,0,0,0,1,1,2,R,3.62,1.63,0
4-Seam Fastball,6.5,-2.62,53.95,5.76,95.6,2303.0,211.0,0.66,4.18,-0.4,1.45,3,2,0,0,1,2,R,3.62,1.61,0
4-Seam Fastball,6.5,-2.7,53.98,5.82,95.8,2350.0,213.0,-0.44,3.22,-0.71,1.3,3,2,0,0,1,2,R,3.62,1.61,1
4-Seam Fastball,6.6,-2.65,53.9,5.79,95.0,2344.0,208.0,0.04,3.59,-0.45,1.32,3,1,0,0,1,2,R,3.62,1.61,1
4-Seam Fastball,6.6,-2.78,53.91,5.84,95.3,2311.0,212.0,-0.49,4.42,-0.42,1.45,2,1,0,0,1,2,R,3.6,1.61,0
4-Seam Fastball,6.6,-2.68,53.93,5.79,94.6,2369.0,209.0,-0.03,2.92,-0.47,1.46,2,0,0,0,1,2,R,3.62,1.61,1
4-Seam Fastball,6.6,-2.71,53.87,5.83,94.1,2307.0,210.0,0.07,4.08,-0.69,1.42,1,0,0,0,1,2,R,3.67,1.61,0
Cutter,6.5,-2.85,53.96,5.73,91.3,2346.0,187.0,1.04,2.77,0.16,0.75,0,0,0,0,1,2,R,3.62,1.61,0
4-Seam Fastball,6.7,-2.71,53.85,5.69,95.7,2336.0,212.0,-1.08,2.74,-0.53,1.4,3,2,0,0,0,2,L,3.18,1.49,0
4-Seam Fastball,6.5,-2.68,54.02,5.73,95.1,2273.0,214.0,0.07,3.5,-0.59,1.34,1,2,0,0,0,2,L,3.2,1.49,0
4-Seam Fastball,6.5,-2.75,54.02,5.77,95.0,2377.0,217.0,-0.19,3.55,-0.59,1.41,1,1,0,0,0,2,L,3.15,1.56,0
Cutter,6.4,-2.55,54.07,5.79,92.7,2354.0,203.0,1.11,3.33,0.04,1.14,0,1,0,0,0,2,L,3.2,1.49,0
4-Seam Fastball,6.6,-2.58,53.9,5.73,95.1,2381.0,211.0,0.92,2.59,-0.59,1.42,0,0,0,0,0,2,L,3.11,1.51,0
4-Seam Fastball,6.7,-2.67,53.85,5.68,95.4,2411.0,211.0,-0.51,2.32,-0.64,1.52,2,2,0,0,0,1,R,3.39,1.64,0
4-Seam Fastball,6.6,-2.7,53.89,5.72,95.3,2353.0,212.0,0.37,2.77,-0.45,1.42,2,2,0,0,0,1,R,3.59,1.64,1
4-Seam Fastball,6.5,-2.49,53.99,5.86,95.4,2500.0,207.0,1.02,4.1,-0.28,1.46,1,2,0,0,0,1,R,3.41,1.64,0
4-Seam Fastball,6.5,-2.59,54.02,5.85,94.8,2361.0,207.0,0.86,3.13,-0.42,1.42,0,2,0,0,0,1,R,3.32,1.64,0
4-Seam Fastball,6.6,-2.69,53.93,5.73,94.1,2345.0,215.0,-0.02,2.72,-0.48,1.44,0,1,0,0,0,1,R,3.59,1.64,1
4-Seam Fastball,6.4,-2.7,54.06,5.87,94.9,2325.0,216.0,-1.13,2.95,-0.51,1.5,0,0,0,0,0,1,R,3.59,1.64,1
Cutter,6.4,-2.83,54.08,5.75,91.0,2373.0,204.0,1.64,2.41,0.2,1.0,0,2,0,0,0,0,R,3.49,1.59,1
4-Seam Fastball,6.5,-2.67,53.97,5.86,94.6,2360.0,212.0,0.37,2.17,-0.6,1.31,0,1,0,0,0,0,R,3.49,1.59,1
4-Seam Fastball,6.4,-2.64,54.07,5.87,93.4,2427.0,207.0,0.59,3.28,-0.43,1.38,0,0,0,0,0,0,R,3.49,1.59,1
4-Seam Fastball,6.9,-2.77,53.58,5.95,93.2,2214.0,205.0,-0.28,3.02,-0.16,1.16,2,2,0,0,0,2,R,3.33,1.58,1
4-Seam Fastball,6.8,-2.83,53.66,5.83,92.6,2186.0,204.0,-1.26,2.08,-0.14,1.2,1,2,0,0,0,2,R,3.26,1.58,0
4-Seam Fastball,6.9,-2.8,53.6,5.86,92.8,2239.0,200.0,-0.33,2.27,-0.12,1.21,1,1,0,0,0,2,R,3.23,1.58,0
4-Seam Fastball,6.8,-2.63,53.69,5.96,94.1,2396.0,198.0,-0.14,2.86,-0.34,1.23,1,0,0,0,0,2,R,3.33,1.58,1
4-Seam Fastball,7.0,-2.8,53.48,5.85,94.1,2370.0,208.0,0.06,0.89,-0.17,1.37,0,0,0,0,0,2,R,3.23,1.58,0
Knuckle Curve,6.8,-2.87,53.66,5.73,82.8,2381.0,29.0,-0.09,0.69,0.26,-0.84,3,2,0,0,0,1,R,3.28,1.51,1
4-Seam Fastball,6.8,-2.6,53.68,5.94,93.7,2337.0,197.0,0.51,4.26,-0.26,1.45,2,2,0,0,0,1,R,3.31,1.51,0
4-Seam Fastball,6.9,-2.57,53.64,5.89,94.5,2332.0,207.0,0.62,1.9,-0.26,1.33,2,2,0,0,0,1,R,3.28,1.51,1
Knuckle Curve,6.9,-2.93,53.56,5.7,82.4,2442.0,43.0,-0.33,1.88,0.39,-1.01,2,2,0,0,0,1,R,3.28,1.51,1
Cutter,7.0,-2.91,53.46,5.64,90.5,2337.0,181.0,1.77,1.31,0.46,0.43,1,2,0,0,0,1,R,3.38,1.51,0
4-Seam Fastball,6.8,-2.73,53.7,5.89,93.6,2202.0,202.0,-0.34,2.53,-0.27,1.29,1,2,0,0,0,1,R,3.28,1.51,1
Knuckle Curve,6.6,-2.89,53.92,5.76,81.5,2377.0,41.0,-0.7,1.02,0.41,-0.86,0,2,0,0,0,1,R,3.31,1.51,0
4-Seam Fastball,6.8,-2.98,53.72,5.96,92.3,2242.0,201.0,-0.74,3.24,-0.09,1.14,0,1,0,0,0,1,R,3.29,1.52,0
4-Seam Fastball,6.9,-2.89,53.56,5.83,92.5,2271.0,204.0,-0.45,2.68,-0.27,1.25,0,0,0,0,0,1,R,3.21,1.51,0
Changeup,6.9,-3.07,53.58,5.59,86.7,1374.0,228.0,-0.63,2.45,-0.79,0.39,1,2,0,0,0,0,L,3.19,1.58,1
4-Seam Fastball,6.6,-2.94,53.92,5.83,92.6,2329.0,204.0,-0.48,3.02,-0.35,1.16,1,2,0,0,0,0,L,3.19,1.58,1
Knuckle Curve,6.8,-2.79,53.73,5.82,81.4,2405.0,31.0,-0.2,0.85,0.14,-0.85,0,2,0,0,0,0,L,3.25,1.58,0
Changeup,6.7,-2.85,53.85,5.76,86.0,1383.0,224.0,-0.2,1.51,-0.78,0.45,0,1,0,0,0,0,L,3.19,1.58,1
4-Seam Fastball,6.6,-2.62,53.85,5.96,91.7,2293.0,204.0,0.18,3.17,-0.26,1.31,0,0,0,0,0,0,L,3.12,1.58,0
Changeup,7.0,-3.0,53.51,5.69,87.7,1364.0,229.0,-1.16,2.69,-1.04,0.2,1,0,0,0,0,2,L,3.41,1.59,1
Knuckle Curve,6.6,-2.91,53.92,5.82,82.6,2449.0,35.0,0.07,0.87,0.62,-0.98,0,0,0,0,0,2,L,3.34,1.59,0
4-Seam Fastball,6.6,-2.7,53.93,5.96,95.1,2194.0,205.0,-0.54,1.96,-0.24,1.4,3,2,0,0,0,1,L,3.59,1.63,0
4-Seam Fastball,6.5,-2.68,54.0,5.89,94.7,2335.0,204.0,-0.32,4.03,-0.19,1.38,2,2,0,0,0,1,L,3.42,1.63,0
Cutter,6.8,-2.88,53.69,5.62,89.6,2283.0,155.0,2.11,1.92,0.23,0.49,1,2,0,0,0,1,L,3.62,1.63,0
Changeup,7.0,-2.95,53.48,5.74,87.4,1418.0,223.0,0.0,2.36,-0.86,0.41,1,1,0,0,0,1,L,3.49,1.63,1
Changeup,6.8,-3.03,53.69,5.7,87.9,1564.0,223.0,-0.83,1.25,-0.95,0.4,0,1,0,0,0,1,L,3.55,1.63,0
Knuckle Curve,6.6,-2.85,53.91,5.82,82.2,2389.0,35.0,-0.73,2.95,0.29,-0.87,0,0,0,0,0,1,L,3.62,1.63,0
Changeup,7.0,-2.95,53.53,5.66,88.1,1384.0,228.0,-0.96,2.04,-1.16,0.18,2,2,0,0,0,0,L,3.08,1.49,1
4-Seam Fastball,6.6,-2.85,53.92,5.97,93.0,2181.0,200.0,-0.9,2.51,-0.09,1.35,2,2,0,0,0,0,L,3.08,1.49,1
Changeup,6.9,-3.0,53.59,5.77,85.8,1251.0,227.0,-1.52,2.22,-0.84,0.16,1,2,0,0,0,0,L,2.98,1.49,0
4-Seam Fastball,6.6,-2.77,53.9,5.98,93.2,2100.0,203.0,-0.81,2.19,-0.06,1.38,1,1,0,0,0,0,L,2.98,1.49,0
Changeup,6.8,-3.04,53.69,5.85,85.9,1446.0,222.0,-1.18,2.77,-0.92,0.31,0,1,0,0,0,0,L,3.08,1.49,0
4-Seam Fastball,6.6,-2.63,53.91,5.98,91.7,2322.0,203.0,-0.58,2.74,-0.16,1.4,0,0,0,0,0,0,L,3.08,1.49,0
Cutter,7.1,-2.91,53.4,5.69,89.6,2402.0,158.0,0.82,1.94,0.38,0.52,1,1,0,1,0,2,R,3.27,1.63,1
4-Seam Fastball,6.9,-2.71,53.62,5.93,94.4,2410.0,203.0,0.17,2.29,-0.15,1.22,1,0,0,0,1,2,R,3.3,1.63,0
Cutter,6.8,-2.92,53.74,5.73,90.0,2348.0,181.0,1.17,2.02,0.18,0.58,0,0,0,0,1,2,R,3.4,1.63,0
Cutter,6.9,-2.91,53.6,5.72,88.7,2336.0,136.0,0.98,2.82,0.45,0.39,0,1,0,0,1,1,R,3.21,1.5,1
Slider,6.9,-2.98,53.58,5.75,87.7,2394.0,120.0,1.86,1.94,0.5,0.13,0,0,0,0,1,1,R,3.21,1.5,1
4-Seam Fastball,6.7,-2.73,53.78,5.93,94.6,2285.0,208.0,0.12,2.18,-0.2,1.33,3,2,0,1,0,1,L,3.1,1.5,1
Knuckle Curve,6.8,-2.79,53.75,5.75,83.4,2395.0,32.0,0.96,-0.41,0.13,-0.82,2,2,0,1,0,1,L,3.1,1.5,0
4-Seam Fastball,6.5,-2.74,53.95,5.93,94.3,2218.0,203.0,0.41,3.75,-0.08,1.3,2,2,0,1,0,1,L,3.1,1.5,1
Knuckle Curve,6.6,-2.76,53.89,5.82,81.7,2326.0,36.0,0.63,1.71,0.33,-1.07,1,2,0,1,0,1,L,3.23,1.56,0
Knuckle Curve,6.6,-2.82,53.94,5.83,82.0,2385.0,35.0,0.15,1.71,0.25,-1.09,1,1,0,1,0,1,L,3.1,1.5,1
4-Seam Fastball,6.7,-2.7,53.81,6.03,93.0,2325.0,201.0,-0.28,3.66,-0.4,1.39,0,1,0,1,0,1,L,3.07,1.5,0
4-Seam Fastball,6.7,-2.7,53.76,5.94,93.8,2393.0,206.0,0.55,3.35,-0.25,1.47,0,0,0,1,0,1,L,3.1,1.5,1
Cutter,6.9,-2.92,53.63,5.73,88.8,2322.0,162.0,0.4,2.26,0.55,0.41,0,1,0,0,0,1,R,3.33,1.58,1
Knuckle Curve,6.8,-2.76,53.69,5.97,82.0,2383.0,34.0,0.56,2.36,0.24,-0.78,0,0,0,0,0,1,R,3.39,1.58,0
Changeup,7.1,-3.01,53.41,5.67,86.3,1589.0,230.0,-0.4,1.53,-1.22,0.08,0,1,0,0,0,0,R,3.28,1.51,1
Cutter,6.7,-2.88,53.78,5.88,89.1,2331.0,182.0,0.75,2.78,0.34,0.66,0,0,0,0,0,0,R,3.18,1.51,0
4-Seam Fastball,6.9,-2.65,53.65,5.9,93.8,2371.0,200.0,0.39,1.53,-0.14,1.41,0,0,0,0,0,2,L,3.19,1.58,1
4-Seam Fastball,6.7,-2.66,53.76,5.9,94.3,2269.0,203.0,0.04,3.11,-0.2,1.35,2,0,0,0,0,1,L,3.41,1.59,1
Changeup,7.0,-2.87,53.52,5.64,87.8,1484.0,230.0,-0.73,1.55,-1.05,0.46,1,0,0,0,0,1,L,3.45,1.62,0
4-Seam Fastball,6.8,-2.55,53.68,5.96,94.1,2319.0,200.0,-0.02,3.44,-0.17,1.42,0,0,0,0,0,1,L,3.34,1.59,0
Changeup,7.3,-2.81,53.25,5.76,86.8,1334.0,233.0,-0.67,2.56,-0.75,0.07,3,2,0,0,0,0,L,3.45,1.63,0
4-Seam Fastball,6.7,-2.62,53.79,5.98,94.5,2315.0,199.0,-0.2,3.43,-0.1,1.5,3,2,0,0,0,0,L,3.49,1.63,1
4-Seam Fastball,6.7,-2.79,53.77,5.91,94.4,2316.0,201.0,-1.1,2.6,-0.22,1.48,2,2,0,0,0,0,L,3.52,1.63,0
4-Seam Fastball,6.7,-2.75,53.76,5.97,93.6,2287.0,205.0,-1.41,1.67,-0.3,1.44,1,2,0,0,0,0,L,3.39,1.63,0
4-Seam Fastball,6.7,-2.87,53.76,5.99,93.2,2221.0,207.0,-0.59,3.83,-0.19,1.35,0,2,0,0,0,0,L,3.55,1.63,0
4-Seam Fastball,6.6,-2.77,53.88,6.02,93.0,2311.0,204.0,-0.21,3.09,-0.27,1.39,0,2,0,0,0,0,L,3.49,1.63,1
4-Seam Fastball,6.5,-2.71,53.96,6.03,92.0,2278.0,207.0,0.39,2.72,-0.29,1.35,0,1,0,0,0,0,L,3.65,1.63,0
4-Seam Fastball,6.7,-2.78,53.83,6.01,93.3,2320.0,203.0,-0.41,2.15,-0.28,1.36,0,0,0,0,0,0,L,3.72,1.63,0
Knuckle Curve,6.5,-2.82,54.02,5.87,82.9,2392.0,38.0,-0.3,2.68,0.25,-0.84,0,0,0,0,1,2,L,3.08,1.49,1
4-Seam Fastball,6.6,-2.81,53.93,5.97,94.8,2310.0,202.0,-1.04,2.96,-0.13,1.37,3,2,0,0,1,1,R,3.27,1.63,1
Changeup,7.0,-2.89,53.54,5.73,88.4,1590.0,227.0,-0.3,1.03,-1.03,0.29,2,2,0,0,1,1,R,3.2,1.63,0
4-Seam Fastball,6.9,-2.54,53.62,5.95,95.1,2376.0,203.0,0.31,2.39,-0.23,1.35,2,2,0,0,1,1,R,3.27,1.63,1
4-Seam Fastball,6.7,-2.6,53.81,6.06,94.4,2338.0,200.0,-0.21,1.66,-0.12,1.39,2,1,0,0,1,1,R,3.2,1.63,0
4-Seam Fastball,6.8,-2.64,53.69,6.02,94.1,2364.0,196.0,0.32,2.78,-0.2,1.46,2,0,0,0,1,1,R,3.27,1.63,1
Changeup,6.8,-2.95,53.69,5.8,87.5,1621.0,225.0,-1.77,2.98,-1.11,0.18,1,0,0,0,1,1,R,3.14,1.63,0
4-Seam Fastball,6.7,-2.57,53.83,6.06,94.5,2298.0,203.0,-0.25,3.27,-0.18,1.56,0,0,0,0,1,1,R,3.35,1.69,0
4-Seam Fastball,6.8,-2.57,53.66,5.98,94.0,2187.0,200.0,1.27,2.35,-0.26,1.42,1,2,0,0,0,1,R,3.21,1.5,1
Cutter,6.6,-2.81,53.86,5.81,91.1,2323.0,183.0,1.5,1.08,0.39,0.68,0,2,0,0,0,1,R,3.41,1.5,0
4-Seam Fastball,6.5,-2.69,54.04,6.01,93.8,2305.0,208.0,0.52,2.48,-0.37,1.32,0,1,0,0,0,1,R,3.47,1.5,0
4-Seam Fastball,6.9,-2.58,53.63,6.02,92.9,2341.0,205.0,0.52,2.59,-0.49,1.34,0,0,0,0,0,1,R,3.41,1.5,0
4-Seam Fastball,6.7,-2.68,53.83,6.03,92.1,2327.0,203.0,0.68,2.76,-0.24,1.47,0,0,0,0,0,0,L,3.1,1.5,1
4-Seam Fastball,6.8,-2.66,53.71,6.0,94.5,2295.0,200.0,-0.4,3.66,-0.21,1.46,2,2,0,0,0,2,R,3.33,1.58,1
Knuckle Curve,6.7,-2.82,53.82,5.84,82.5,2428.0,34.0,0.68,2.17,0.46,-1.08,1,2,0,0,0,2,R,3.32,1.62,0
Knuckle Curve,6.6,-2.74,53.89,5.86,83.0,2513.0,36.0,0.4,0.88,0.48,-1.06,0,2,0,0,0,2,R,3.23,1.58,0
4-Seam Fastball,6.6,-3.01,53.87,5.89,93.5,2353.0,202.0,-0.82,1.82,-0.22,1.33,0,1,0,0,0,2,R,3.23,1.58,0
Cutter,6.6,-2.82,53.87,5.89,89.2,2480.0,142.0,0.58,2.16,0.54,0.37,0,0,0,0,0,2,R,3.33,1.58,1
Knuckle Curve,6.8,-2.76,53.73,5.99,82.7,2388.0,33.0,0.64,2.23,0.22,-0.68,1,1,0,0,0,1,R,3.28,1.51,1
Knuckle Curve,6.7,-2.83,53.78,5.9,82.5,2465.0,30.0,0.51,0.32,0.11,-0.97,0,1,0,0,0,1,R,3.11,1.51,0
Knuckle Curve,6.6,-2.79,53.94,5.96,82.3,2537.0,35.0,0.38,1.7,0.28,-1.25,0,0,0,0,0,1,R,3.15,1.51,0
4-Seam Fastball,6.7,-2.81,53.79,6.02,93.3,2422.0,207.0,0.23,2.34,-0.35,1.34,0,0,0,0,0,0,L,3.19,1.58,1
4-Seam Fastball,6.8,-2.72,53.7,5.81,94.6,2277.0,203.0,0.84,2.28,-0.34,1.39,1,2,0,0,1,2,L,3.52,1.72,0
4-Seam Fastball,6.7,-2.82,53.84,5.95,94.6,2181.0,210.0,-0.39,3.29,-0.33,1.06,1,2,0,0,1,2,L,3.41,1.59,1
4-Seam Fastball,6.8,-2.8,53.73,5.96,94.6,2144.0,199.0,0.14,2.55,0.08,1.41,1,1,0,0,1,2,L,3.41,1.59,1
4-Seam Fastball,6.5,-2.73,54.03,5.99,94.9,2224.0,195.0,-0.9,3.97,0.06,1.34,0,1,0,0,1,2,L,3.34,1.59,0
4-Seam Fastball,6.6,-2.5,53.94,6.01,93.8,2211.0,203.0,0.4,3.15,-0.26,1.38,0,0,0,0,1,2,L,3.41,1.59,1
4-Seam Fastball,6.8,-2.63,53.71,5.97,95.3,2194.0,206.0,0.42,2.85,-0.06,1.35,2,1,0,0,0,2,L,3.49,1.63,1
4-Seam Fastball,6.5,-2.74,54.03,5.98,94.6,2318.0,202.0,-0.62,2.41,0.01,1.42,2,0,0,0,0,2,L,3.55,1.63,0
Changeup,6.6,-3.05,53.94,5.79,86.8,1566.0,224.0,-1.58,3.53,-0.78,0.96,1,0,0,0,0,2,L,3.59,1.63,0
4-Seam Fastball,6.6,-2.68,53.94,6.03,93.7,2114.0,193.0,1.11,4.25,0.03,1.2,0,0,0,0,0,2,L,3.52,1.63,0
4-Seam Fastball,6.8,-2.71,53.72,5.97,93.9,2386.0,197.0,-0.75,1.96,-0.06,1.42,0,2,0,0,0,1,L,3.08,1.49,1
4-Seam Fastball,6.5,-2.69,53.99,6.07,93.3,2247.0,198.0,0.62,3.16,0.05,1.26,0,1,0,0,0,1,L,3.08,1.49,1
4-Seam Fastball,6.7,-2.7,53.8,6.02,93.5,2242.0,195.0,0.44,2.47,-0.03,1.2,0,0,0,0,0,1,L,2.75,1.42,0
4-Seam Fastball,6.7,-2.62,53.79,6.04,93.5,2367.0,199.0,0.41,3.13,-0.23,1.33,0,0,0,0,0,0,R,3.27,1.63,1
Cutter,6.6,-2.73,53.89,5.71,90.4,,,0.12,2.64,0.49,0.72,1,2,0,1,0,2,R,3.21,1.5,1
Knuckle Curve,6.8,-2.73,53.68,5.8,83.0,2373.0,40.0,1.06,0.42,0.74,-0.99,0,2,0,1,0,2,R,3.19,1.45,0
4-Seam Fastball,6.7,-2.69,53.76,5.9,93.9,2270.0,209.0,-0.54,2.95,-0.33,1.5,0,1,0,1,0,2,R,3.21,1.5,1
4-Seam Fastball,6.7,-2.57,53.76,5.91,95.0,2229.0,202.0,0.64,2.94,-0.1,1.44,0,0,0,1,0,2,R,3.21,1.5,1
4-Seam Fastball,6.5,-2.51,53.95,6.0,93.7,2280.0,196.0,0.61,3.98,0.12,1.37,3,2,0,0,1,1,L,3.02,1.44,1
4-Seam Fastball,6.6,-2.62,53.89,6.0,94.8,2108.0,206.0,-1.03,3.08,-0.38,1.47,3,2,0,0,1,1,L,3.02,1.44,1
4-Seam Fastball,6.6,-2.62,53.9,5.95,94.7,2257.0,210.0,-0.58,2.62,-0.26,1.43,3,1,0,0,1,1,L,3.02,1.44,1
4-Seam Fastball,6.4,-2.7,54.05,6.01,94.0,2214.0,211.0,-1.18,3.72,-0.33,1.57,2,1,0,0,1,1,L,2.95,1.42,0
Changeup,6.6,-2.85,53.88,5.7,85.3,1453.0,238.0,-0.17,2.12,-1.27,-0.04,2,0,0,0,1,1,L,2.98,1.42,0
4-Seam Fastball,6.4,-2.77,54.12,5.88,93.4,2214.0,203.0,-1.19,4.42,-0.33,1.58,1,0,0,0,1,1,L,2.93,1.42,0
4-Seam Fastball,6.3,-2.68,54.2,5.88,93.1,2191.0,205.0,-0.33,3.97,-0.38,1.53,0,0,0,0,1,1,L,3.0,1.45,0
Changeup,6.6,-2.86,53.93,5.8,86.0,1385.0,229.0,-0.37,2.29,-0.89,0.43,0,0,0,0,0,1,L,3.37,1.6,1
Cutter,6.4,-2.82,54.13,5.8,89.3,,,0.44,2.13,0.41,0.8,1,0,0,0,0,0,R,3.41,1.66,1
Knuckle Curve,6.6,-2.71,53.93,5.82,83.2,2405.0,38.0,0.64,1.09,0.51,-0.83,0,0,0,0,0,0,R,3.3,1.72,0
Knuckle Curve,6.8,-2.79,53.73,5.8,82.0,2458.0,29.0,-0.7,1.97,0.6,-1.06,1,2,0,0,0,2,L,3.46,1.63,1
4-Seam Fastball,6.5,-2.87,54.05,5.89,94.0,2179.0,207.0,0.1,4.51,-0.13,1.42,0,2,0,0,0,2,L,3.52,1.69,0
4-Seam Fastball,6.6,-2.72,53.89,5.89,93.9,2255.0,199.0,-0.02,2.05,-0.04,1.5,0,1,0,0,0,2,L,3.46,1.63,1
Knuckle Curve,6.4,-2.92,54.12,5.81,82.5,2285.0,29.0,-0.09,2.46,0.71,-0.96,0,0,0,0,0,2,L,3.36,1.6,0
4-Seam Fastball,6.7,-2.81,53.8,5.82,93.8,2198.0,204.0,-0.14,3.27,-0.19,1.39,1,1,0,0,0,1,R,3.33,1.62,1
Cutter,6.4,-2.78,54.09,5.78,89.6,2598.0,106.0,1.02,2.4,0.55,0.7,0,1,0,0,0,1,R,3.34,1.62,0
4-Seam Fastball,6.6,-2.72,53.93,5.88,93.8,2394.0,99.0,-0.96,2.18,-0.16,1.66,0,0,0,0,0,1,R,3.33,1.62,1
4-Seam Fastball,6.4,-2.55,54.11,5.97,93.9,2317.0,202.0,-0.11,2.82,-0.2,1.54,2,0,0,0,0,0,L,3.52,1.63,1
Changeup,6.6,-2.84,53.9,5.69,87.0,1586.0,227.0,-0.01,0.93,-0.97,0.52,1,0,0,0,0,0,L,3.43,1.66,0
4-Seam Fastball,6.5,-2.65,54.01,5.9,93.1,2251.0,167.0,1.12,2.53,-0.18,1.48,0,0,0,0,0,0,L,3.5,1.66,0
4-Seam Fastball,6.7,-2.36,53.85,5.95,94.9,2406.0,204.0,0.97,2.5,-0.01,1.56,3,2,0,0,0,2,R,3.55,1.68,1
4-Seam Fastball,6.6,-2.54,53.93,5.94,94.8,2239.0,201.0,0.48,2.82,-0.11,1.39,3,2,0,0,0,2,R,3.55,1.68,1
4-Seam Fastball,6.8,-2.44,53.67,5.89,93.7,2219.0,211.0,1.41,1.04,-0.07,1.29,2,2,0,0,0,2,R,3.59,1.76,0
Changeup,6.7,-2.78,53.77,5.82,85.8,1266.0,215.0,0.45,1.91,-0.81,0.69,2,1,0,0,0,2,R,3.52,1.71,0
